#,Model,target_system,chips,Frames,Total Runs,Finished Runs,Min FPS,Max FPS,Avg FPS,Delta FPS,Min Latency,Max Latency,Avg Latency,Delta Latency,Commit,Start Time (UTC)
1,onnx_real_efficientnet_lite4_performance_cascade_plus,Cascade+,2,5,1,1,256.70598151131406,256.70598151131406,256.7,0.0,16.707039615846337,16.707039615846337,16.7,0.0,'5558f3e9a',2024-05-08 17:00:55
2,k_real_yolov3_performance_cascade_plus,Cascade+,6,5,1,1,46.61956523533688,46.61956523533688,46.6,0.0,54.86842617046818,54.86842617046818,54.9,0.0,'5558f3e9a',2024-05-08 17:00:55
3,tfl_real_yolov8l-cls_performance_cascade_plus,Cascade+,4,5,1,1,207.9769782218393,207.9769782218393,208.0,0.0,11.849072028811525,11.849072028811525,11.8,0.0,'5558f3e9a',2024-05-08 17:00:55
4,k_real_mobilenetv3_small_minimalistic_performance_cascade_plus,Cascade+,1,5,1,1,3517.944473068509,3517.944473068509,3517.9,-0.1,0.7176602641056422,0.7176602641056422,0.7,0.0,'5558f3e9a',2024-05-08 17:00:55
5,onnx_real_facial_cartoonizer_performance_cascade_plus,Cascade+,1,5,1,1,49.6147249832863,49.6147249832863,49.6,0.0,20.522729891956782,20.522729891956782,20.5,0.0,'5558f3e9a',2024-05-08 17:00:55
6,k_real_deep_q_atari_breakout_performance_cascade_plus,Cascade+,1,5,1,1,19034.126612359614,19034.126612359614,19034.1,0.0,0.09291356542617046,0.09291356542617046,0.1,0.0,'5558f3e9a',2024-05-08 17:00:55
7,onnx_real_yolop320_performance_cascade_plus,Cascade+,2,5,1,1,179.56655479145758,179.56655479145758,179.6,-0.1,11.478831932773108,11.478831932773108,11.5,0.0,'5558f3e9a',2024-05-08 17:00:55
8,tfl_real_mp_palm_detection_lite_performance_cascade_plus,Cascade+,2,5,1,1,633.9190044808105,633.9190044808105,633.9,7.7,2.464666266506603,2.464666266506603,2.5,0.0,'5558f3e9a',2024-05-08 17:00:55
9,k_real_deeplab_v3_plus_mobilenetv2_performance_cascade_plus,Cascade+,1,5,1,1,145.59312506816485,145.59312506816485,145.6,-4.6,14.117319327731092,14.117319327731092,14.1,38.2,'5558f3e9a',2024-05-08 17:00:55
10,tfl_real_mp_object_detection_3d_chair_1stage_performance_cascade_plus,Cascade+,1,5,1,1,64.97919417686572,64.97919417686572,65.0,0.0,18.586141656662665,18.586141656662665,18.6,0.0,'5558f3e9a',2024-05-08 17:00:55
11,k_real_jumpnet_101_performance_cascade_plus,Cascade+,3,5,1,1,75.7732946710634,75.7732946710634,75.8,0.0,35.62109603841537,35.62109603841537,35.6,0.0,'5558f3e9a',2024-05-08 17:00:55
12,tf_real_resnetv2_50_performance_cascade_plus,Cascade+,3,5,1,1,317.5400670379306,317.5400670379306,317.5,0.0,9.368719087635055,9.368719087635055,9.4,0.0,'5558f3e9a',2024-05-08 17:00:55
13,pt_real_mnasnet1_0_performance_cascade_plus,Cascade+,1,5,1,1,1075.303518295005,1075.303518295005,1075.3,0.0,3.3017875150060023,3.3017875150060023,3.3,0.0,'5558f3e9a',2024-05-08 17:00:55
14,k_real_squeezenet_complex_performance_cascade_plus,Cascade+,1,5,1,1,541.6973661022306,541.6973661022306,541.7,0.0,2.963909963985594,2.963909963985594,3.0,0.0,'5558f3e9a',2024-05-08 17:00:55
15,tfl_real_mp_pose_landmark_lite_performance_cascade_plus,Cascade+,1,5,1,1,137.8230216729597,137.8230216729597,137.8,-24.7,7.760524609843938,7.760524609843938,7.8,14.7,'5558f3e9a',2024-05-08 17:00:55
16,tfl_real_mobiledet_performance_cascade_plus,Cascade+,1,5,1,1,288.78158093528486,288.78158093528486,288.8,0.0,10.215214885954381,10.215214885954381,10.2,0.0,'5558f3e9a',2024-05-08 17:00:55
17,onnx_real_yolox_d_performance_cascade_plus,Cascade+,0,5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,'5558f3e9a',2024-05-08 17:00:55
18,k_real_squeezenet_bypass_performance_cascade_plus,Cascade+,1,5,1,1,769.8023095917553,769.8023095917553,769.8,-0.1,1.9856374549819928,1.9856374549819928,2.0,0.0,'5558f3e9a',2024-05-08 17:00:55
19,tf_real_ssd_resnet34_300_performance_cascade_plus,Cascade+,3,5,1,1,61.78579184908186,61.78579184908186,61.8,0.0,21.731229291716687,21.731229291716687,21.7,0.0,'5558f3e9a',2024-05-08 17:00:55
20,k_real_unet_mobilenet_performance_cascade_plus,Cascade+,1,5,1,1,139.62123925666523,139.62123925666523,139.6,0.0,7.412667466986795,7.412667466986795,7.4,0.0,'5558f3e9a',2024-05-08 17:00:55
21,k_real_centernet_resnet_512_performance_cascade_plus,Cascade+,3,5,1,1,32.69999244720463,32.69999244720463,32.7,0.6,34.14073829531813,34.14073829531813,34.1,-0.9,'5558f3e9a',2024-05-08 17:00:55
22,onnx_real_bodypix_resnet50_640_performance_cascade_plus,Cascade+,3,5,1,1,66.99932003331145,66.99932003331145,67.0,0.0,27.342828331332534,27.342828331332534,27.3,-0.4,'5558f3e9a',2024-05-08 17:00:55
23,onnx_real_yolov7_tiny_320_performance_cascade_plus,Cascade+,2,5,1,1,796.7201527636769,796.7201527636769,796.7,0.0,3.3996650660264107,3.3996650660264107,3.4,0.0,'5558f3e9a',2024-05-08 17:00:55
24,onnx_real_yolox_tiny_performance_cascade_plus,Cascade+,2,5,1,1,258.1919373445967,258.1919373445967,258.2,0.0,6.775076830732292,6.775076830732292,6.8,0.0,'5558f3e9a',2024-05-08 17:00:55
25,onnx_real_gernet_s_performance_cascade_plus,Cascade+,1,5,1,1,505.2827217572435,505.2827217572435,505.3,0.0,4.430948379351741,4.430948379351741,4.4,0.0,'5558f3e9a',2024-05-08 17:00:55
26,k_real_jumpnet_performance_cascade_plus,Cascade+,2,5,1,1,105.13805112044284,105.13805112044284,105.1,0.0,17.973337334933973,17.973337334933973,18.0,0.0,'5558f3e9a',2024-05-08 17:00:55
27,tf_real_movenet_multipose_lite_performance_cascade_plus,Cascade+,1,5,1,1,309.32201108323414,309.32201108323414,309.3,4.5,3.792494597839136,3.792494597839136,3.8,-5.0,'5558f3e9a',2024-05-08 17:00:55
28,k_real_unetplusplus_performance_cascade_plus,Cascade+,1,5,1,1,45.76778983826498,45.76778983826498,45.8,-37.4,22.188484993997598,22.188484993997598,22.2,58.6,'5558f3e9a',2024-05-08 17:00:55
29,tf_real_rfcn_resnet_101_performance_cascade_plus,Cascade+,6,5,1,1,274.0608931720179,274.0608931720179,274.1,-0.1,15.531466986794717,15.531466986794717,15.5,-0.6,'5558f3e9a',2024-05-08 17:00:55
30,tfl_real_unet_mobilenet_v2_256_performance_cascade_plus,Cascade+,2,5,1,1,68.91562423511827,68.91562423511827,68.9,0.0,17.617732292917168,17.617732292917168,17.6,0.0,'5558f3e9a',2024-05-08 17:00:55
31,k_real_colornet_performance_cascade_plus,Cascade+,3,5,1,1,165.56989037007355,165.56989037007355,165.6,0.1,13.455223289315727,13.455223289315727,13.5,0.0,'5558f3e9a',2024-05-08 17:00:55
32,onnx_real_gernet_m_performance_cascade_plus,Cascade+,2,5,1,1,184.68555455218853,184.68555455218853,184.7,0.0,12.778815126050421,12.778815126050421,12.8,0.0,'5558f3e9a',2024-05-08 17:00:55
33,tf_real_yolov5s_leaky_416_performance_cascade_plus,Cascade+,1,5,1,1,79.52815458974834,79.52815458974834,79.5,-0.3,16.217698679471788,16.217698679471788,16.2,0.0,'5558f3e9a',2024-05-08 17:00:55
34,onnx_real_yolox_tiny_ti_lite_performance_cascade_plus,Cascade+,1,5,1,1,79.33782158724027,79.33782158724027,79.3,0.0,17.096002400960387,17.096002400960387,17.1,0.0,'5558f3e9a',2024-05-08 17:00:55
35,tfl_real_unet_mobilenet_v2_128_performance_cascade_plus,Cascade+,1,5,1,1,173.29879562538085,173.29879562538085,173.3,0.0,7.136430972388956,7.136430972388956,7.1,0.0,'5558f3e9a',2024-05-08 17:00:55
36,tfl_real_mp_face_detection_short_range_performance_cascade_plus,Cascade+,1,5,1,1,5613.094074917623,5613.094074917623,5613.1,0.0,0.42315966386554626,0.42315966386554626,0.4,0.0,'5558f3e9a',2024-05-08 17:00:55
37,k_real_dce_performance_cascade_plus,Cascade+,1,5,1,1,159.88205963025018,159.88205963025018,159.9,0.1,6.355609843937575,6.355609843937575,6.4,0.0,'5558f3e9a',2024-05-08 17:00:55
38,tf_real_yolov5m_leaky_performance_cascade_plus,Cascade+,3,5,1,1,48.952959085904276,48.952959085904276,49.0,-2.6,26.27105762304922,26.27105762304922,26.3,0.0,'5558f3e9a',2024-05-08 17:00:55
39,tf_real_centernet_mobilenetv2_performance_cascade_plus,Cascade+,1,5,1,1,175.86513825153318,175.86513825153318,175.9,0.0,6.1291824729891955,6.1291824729891955,6.1,0.0,'5558f3e9a',2024-05-08 17:00:55
40,onnx_real_efficientnet_lite1_performance_cascade_plus,Cascade+,1,5,1,1,553.6899814683353,553.6899814683353,553.7,0.0,6.82978631452581,6.82978631452581,6.8,0.0,'5558f3e9a',2024-05-08 17:00:55
41,tfl_real_mp_object_detection_3d_cup_performance_cascade_plus,Cascade+,1,5,1,1,1007.4208092261847,1007.4208092261847,1007.4,0.0,3.97509243697479,3.97509243697479,4.0,0.0,'5558f3e9a',2024-05-08 17:00:55
42,k_real_mobilenetv1_0p75_performance_cascade_plus,Cascade+,1,5,1,1,3086.585580494854,3086.585580494854,3086.6,0.0,0.9861968787515005,0.9861968787515005,1.0,0.0,'5558f3e9a',2024-05-08 17:00:55
43,onnx_real_yolox_s_ti_lite_performance_cascade_plus,Cascade+,1,5,1,1,24.3243914865097,24.3243914865097,24.3,0.0,50.00958103241297,50.00958103241297,50.0,0.2,'5558f3e9a',2024-05-08 17:00:55
44,k_real_expression_vgg13_performance_cascade_plus,Cascade+,1,5,1,1,637.3391206479895,637.3391206479895,637.3,0.0,2.6184957983193278,2.6184957983193278,2.6,0.0,'5558f3e9a',2024-05-08 17:00:55
45,onnx_real_posenet_mobilenet_performance_cascade_plus,Cascade+,1,5,1,1,961.5323570644059,961.5323570644059,961.5,0.0,1.756284513805522,1.756284513805522,1.8,0.0,'5558f3e9a',2024-05-08 17:00:55
46,k_real_resnet101_v2_performance_cascade_plus,Cascade+,5,5,1,1,658.7534534141499,658.7534534141499,658.8,0.0,12.305660264105644,12.305660264105644,12.3,0.0,'5558f3e9a',2024-05-08 17:00:55
47,tfl_real_yolov8m-cls_performance_cascade_plus,Cascade+,2,5,1,1,415.37019307483644,415.37019307483644,415.4,0.0,6.404870348139255,6.404870348139255,6.4,0.0,'5558f3e9a',2024-05-08 17:00:55
48,onnx_real_repvgg_b1_performance_cascade_plus,Cascade+,6,5,1,1,341.71239753499424,341.71239753499424,341.7,-0.1,10.374703481392556,10.374703481392556,10.4,0.0,'5558f3e9a',2024-05-08 17:00:55
49,tf_real_squeezedet_plus_kitti_performance_cascade_plus,Cascade+,1,5,1,1,15.78142084205077,15.78142084205077,15.8,0.0,80.73643337334933,80.73643337334933,80.7,0.0,'5558f3e9a',2024-05-08 17:00:55
50,k_real_unet_lane_performance_cascade_plus,Cascade+,1,5,1,1,95.2108105074559,95.2108105074559,95.2,0.0,12.474667466986794,12.474667466986794,12.5,0.0,'5558f3e9a',2024-05-08 17:00:55
51,k_real_nvidia_super_res_performance_cascade_plus,Cascade+,1,5,1,1,63.426979499494124,63.426979499494124,63.4,0.0,15.854631452581033,15.854631452581033,15.9,0.0,'5558f3e9a',2024-05-08 17:00:55
52,onnx_real_repvgg_b0_performance_cascade_plus,Cascade+,2,5,1,1,419.7229475837588,419.7229475837588,419.7,0.0,6.863753901560624,6.863753901560624,6.9,0.0,'5558f3e9a',2024-05-08 17:00:55
53,k_real_mobilenetv3_small_performance_cascade_plus,Cascade+,2,5,1,1,2812.7115653769724,2812.7115653769724,2812.7,0.0,2.161157262905162,2.161157262905162,2.2,0.0,'5558f3e9a',2024-05-08 17:00:55
54,k_real_deblur_gan_performance_cascade_plus,Cascade+,2,5,1,1,23.652977820463562,23.652977820463562,23.7,0.0,42.7449099639856,42.7449099639856,42.7,0.0,'5558f3e9a',2024-05-08 17:00:55
55,k_real_mobilenetv1_performance_cascade_plus,Cascade+,1,5,1,1,1433.7596172051153,1433.7596172051153,1433.8,0.0,1.8400960384153662,1.8400960384153662,1.8,0.0,'5558f3e9a',2024-05-08 17:00:55
56,onnx_real_yolop640_performance_cascade_plus,Cascade+,2,5,1,1,40.12086543163115,40.12086543163115,40.1,-7.6,33.309061224489795,33.309061224489795,33.3,5.4,'5558f3e9a',2024-05-08 17:00:55
57,tf_real_yolov5n_leaky_320_performance_cascade_plus,Cascade+,1,5,1,1,411.48400991908636,411.48400991908636,411.5,0.0,3.525358943577431,3.525358943577431,3.5,0.0,'5558f3e9a',2024-05-08 17:00:55
58,k_real_mobilenetv2_performance_cascade_plus,Cascade+,1,5,1,1,1077.2782235901946,1077.2782235901946,1077.3,-0.0,2.514960384153661,2.514960384153661,2.5,0.0,'5558f3e9a',2024-05-08 17:00:55
59,k_real_yolov3_tiny_performance_cascade_plus,Cascade+,1,5,1,1,326.5510931915273,326.5510931915273,326.6,0.0,5.051343337334934,5.051343337334934,5.1,0.0,'5558f3e9a',2024-05-08 17:00:55
60,tf_real_yolov4_leaky_performance_cascade_plus,Cascade+,7,5,1,1,122.19510524255142,122.19510524255142,122.2,23.7,37.53867226890757,37.53867226890757,37.5,0.3,'5558f3e9a',2024-05-08 17:00:55
61,pt_real_wide_resnet50_v2_performance_cascade_plus,Cascade+,7,5,1,1,217.67787359291702,217.67787359291702,217.7,0.0,16.844773109243697,16.844773109243697,16.8,0.0,'5558f3e9a',2024-05-08 17:00:55
62,tf_real_ssd_resnet50v1_fpn_performance_cascade_plus,Cascade+,6,5,1,1,27.784479759715282,27.784479759715282,27.8,0.0,58.323304921968784,58.323304921968784,58.3,0.0,'5558f3e9a',2024-05-08 17:00:55
63,onnx_real_efficientnet_lite3_performance_cascade_plus,Cascade+,1,5,1,1,137.3535774588434,137.3535774588434,137.4,0.0,21.683590636254504,21.683590636254504,21.7,0.0,'5558f3e9a',2024-05-08 17:00:55
64,k_real_chess_alphazero_community_performance_cascade_plus,Cascade+,1,5,1,1,2203.6162586140763,2203.6162586140763,2203.6,0.0,1.8726770708283313,1.8726770708283313,1.9,0.0,'5558f3e9a',2024-05-08 17:00:55
65,k_real_squeezenet_performance_cascade_plus,Cascade+,1,5,1,1,2315.2877085461355,2315.2877085461355,2315.3,-0.1,0.9029627851140456,0.9029627851140456,0.9,0.0,'5558f3e9a',2024-05-08 17:00:55
66,tf_real_yolov5n_leaky_performance_cascade_plus,Cascade+,1,5,1,1,130.57090442922998,130.57090442922998,130.6,0.2,9.82313805522209,9.82313805522209,9.8,0.0,'5558f3e9a',2024-05-08 17:00:55
67,tfl_real_mp_face_landmark_performance_cascade_plus,Cascade+,1,5,1,1,2869.7567941405973,2869.7567941405973,2869.8,0.0,0.7293853541416567,0.7293853541416567,0.7,0.0,'5558f3e9a',2024-05-08 17:00:55
68,tf_real_yolov5s_leaky_performance_cascade_plus,Cascade+,1,5,1,1,31.872586180096373,31.872586180096373,31.9,0.0,35.91701680672269,35.91701680672269,35.9,0.0,'5558f3e9a',2024-05-08 17:00:55
69,tfl_real_mp_hand_landmark_lite_performance_cascade_plus,Cascade+,1,5,1,1,1655.2294221500695,1655.2294221500695,1655.2,0.0,1.9173901560624251,1.9173901560624251,1.9,0.0,'5558f3e9a',2024-05-08 17:00:55
70,onnx_real_yolov7_tiny_640_performance_cascade_plus,Cascade+,2,5,1,1,167.5197504378037,167.5197504378037,167.5,-24.9,8.561116446578632,8.561116446578632,8.6,3.6,'5558f3e9a',2024-05-08 17:00:55
71,k_real_resnet101_v1_performance_cascade_plus,Cascade+,5,5,1,1,601.5756515685381,601.5756515685381,601.6,-0.5,10.66228331332533,10.66228331332533,10.7,0.0,'5558f3e9a',2024-05-08 17:00:55
72,onnx_real_resnet34ssd_1200_performance_cascade_plus,Cascade+,3,5,1,1,7.580535499948056,7.580535499948056,7.6,0.0,161.93620768307323,161.93620768307323,161.9,0.0,'5558f3e9a',2024-05-08 17:00:55
73,k_real_xception_performance_cascade_plus,Cascade+,3,5,1,1,300.20603576308014,300.20603576308014,300.2,-0.2,13.954968787515007,13.954968787515007,14.0,0.0,'5558f3e9a',2024-05-08 17:00:55
74,tf_real_mobilenet_yolo_v4_syg_performance_cascade_plus,Cascade+,2,5,1,1,171.682311466338,171.682311466338,171.7,0.0,15.440950780312123,15.440950780312123,15.4,0.0,'5558f3e9a',2024-05-08 17:00:55
75,onnx_real_efficientnet_lite2_performance_cascade_plus,Cascade+,1,5,1,1,359.72947307189537,359.72947307189537,359.7,-0.0,10.867512605042018,10.867512605042018,10.9,0.0,'5558f3e9a',2024-05-08 17:00:55
76,tfl_real_mp_selfie_segmentation_performance_cascade_plus,Cascade+,1,5,1,1,190.0958466453674,190.0958466453674,190.1,-13.0,5.349222088835535,5.349222088835535,5.3,12.8,'5558f3e9a',2024-05-08 17:00:55
77,onnx_real_yolox_s_performance_cascade_plus,Cascade+,2,5,1,1,101.67875531044153,101.67875531044153,101.7,0.0,14.958384153661465,14.958384153661465,15.0,0.0,'5558f3e9a',2024-05-08 17:00:55
78,tfl_real_yolov8x-cls_performance_cascade_plus,Cascade+,6,5,1,1,172.93098610832726,172.93098610832726,172.9,-0.1,14.72004081632653,14.72004081632653,14.7,0.0,'5558f3e9a',2024-05-08 17:00:55
79,pt_real_squeezenet3d_performance_cascade_plus,Cascade+,1,5,1,1,601.0569366155515,601.0569366155515,601.1,0.0,3.721091236494598,3.721091236494598,3.7,0.0,'5558f3e9a',2024-05-08 17:00:55
80,tf_real_yolov5l_leaky_416_performance_cascade_plus,Cascade+,5,5,1,1,127.46343555273494,127.46343555273494,127.5,-0.5,27.740123649459782,27.740123649459782,27.7,0.0,'5558f3e9a',2024-05-08 17:00:55
81,tfl_real_mp_pose_detection_performance_cascade_plus,Cascade+,1,5,1,1,178.7781148974537,178.7781148974537,178.8,-3.8,7.141905162064826,7.141905162064826,7.1,-1.4,'5558f3e9a',2024-05-08 17:00:55
82,onnx_real_ultraface_640_performance_cascade_plus,Cascade+,1,5,1,1,532.350689371775,532.350689371775,532.4,0.0,2.870014405762305,2.870014405762305,2.9,0.0,'5558f3e9a',2024-05-08 17:00:55
83,k_real_inceptionv3_performance_cascade_plus,Cascade+,3,5,1,1,288.07665259771306,288.07665259771306,288.1,0.1,13.022048019207684,13.022048019207684,13.0,0.0,'5558f3e9a',2024-05-08 17:00:55
84,tfl_real_mp_pose_landmark_heavy_performance_cascade_plus,Cascade+,3,5,1,1,66.88570866391943,66.88570866391943,66.9,-7.9,18.425870348139252,18.425870348139252,18.4,7.0,'5558f3e9a',2024-05-08 17:00:55
85,tfl_real_yolov8m_performance_cascade_plus,Cascade+,4,5,1,1,55.59423867494302,55.59423867494302,55.6,0.0,29.769048019207684,29.769048019207684,29.8,0.0,'5558f3e9a',2024-05-08 17:00:55
86,pt_real_resnet18_performance_cascade_plus,Cascade+,2,5,1,1,502.5575837176169,502.5575837176169,502.6,0.0,3.3479747899159666,3.3479747899159666,3.3,0.0,'5558f3e9a',2024-05-08 17:00:55
87,tfl_real_yolov8s-cls_performance_cascade_plus,Cascade+,1,5,1,1,1169.4248058445971,1169.4248058445971,1169.4,0.0,2.2776602641056423,2.2776602641056423,2.3,0.0,'5558f3e9a',2024-05-08 17:00:55
88,onnx_real_yolox_l_performance_cascade_plus,Cascade+,6,5,1,1,31.630353938154684,31.630353938154684,31.6,0.0,73.00644897959184,73.00644897959184,73.0,-2.4,'5558f3e9a',2024-05-08 17:00:55
89,tf_real_mlperf_v2_resnet_performance_cascade_plus,Cascade+,3,5,1,1,503.9104479146849,503.9104479146849,503.9,0.3,6.237472989195679,6.237472989195679,6.2,-1.6,'5558f3e9a',2024-05-08 17:00:55
90,onnx_real_gpunet0_performance_cascade_plus,Cascade+,2,5,1,1,404.79199862769195,404.79199862769195,404.8,0.0,5.919536614645858,5.919536614645858,5.9,0.0,'5558f3e9a',2024-05-08 17:00:55
